CP ID,Project Number,Project Category,Project Type,Project Name,Project Location,Description,Justification,Council District,Plan Cost,Estimated Cost,Actual Cost,Project Cost,Percent Spent,Estimated Start,Estimated End,Actual Start,Actual End,Status,Notes,Project SubType,Priority,Phase,PPA Number,x Coordinate,y Coordinate,Latitude,Longitude,Map URL,Mapped Location
6343,,Guardrail,Guardrail Repairs,Franklin Limestone Road/ Branch Bridge - Service Request,FRANKLIN LIMESTONE RD From BILLINGSGATE RD To ANTIOCH PIKE,"Guardrail Repairs - The work includes removing and replacing the damaged guardrail at the northwest corner and the southeast corner of the bridge. Due to the existing Type 21 Guardrail End Terminal being damaged, the removal and replacement of the damaged Type 21 Guardrail End Terminal is recommended.",To address a service request to replace damaged guardrail. The clear zone for Franklin Limestone Road is 14â€™ based on the 35 m.p.h. speed limit and Moderate traffic volume defined in TDOT standard drawing S-GR-21 and is calculated in Fig. 3.1b in the AASHTO Roadside Design Guide. The travel way consists of two 11â€™ wide lanes running in the east and west directions. The existing guardrail was installed at the bridge in 2016 and is 31â€ from the driving surface with plastic blockouts and TDOT standard end terminals. The guardrail on the north and south sides of Franklin Limestone Road have collision damage.,28,12948.00,12948.00,0.00,12948.00,0,04/01/2020,06/30/2020,04/17/2020,04/17/2020,Complete,Guardrail repairs complete,Maintenance/Repairs,Medium,Complete,1415-11014,1770093.63515591,635448.34407802,36.0771749,-86.67141127,<a href='https://mpw.nashville.gov/CapitalProjects/Project/InteractiveMap/6343?layerName=Project Line' target='_blank' title='Click to open map'>View Map<a/>,"(36.0771749, -86.67141127)"
5453,PV-SPR-18466,Paving,Paving,On ROSE PARK DR From ROSEBANK AVE To ROSEBANK AVE,ROSE PARK DR From ROSEBANK AVE To ROSEBANK AVE,On ROSE PARK DR From ROSEBANK AVE To ROSEBANK AVE,NA,06,104550.00,89023.50,93895.05,93895.05,0,,,08/15/2018,08/31/2018,Complete,NA,New,Low,Complete,1061-01018,1759058.39346329,675294.84284538,36.18641703,-86.70973105,<a href='https://mpw.nashville.gov/CapitalProjects/Project/InteractiveMap/5453?layerName=Project Line' target='_blank' title='Click to open map'>View Map<a/>,"(36.18641703, -86.70973105)"
6641,,Guardrail,New Guardrail,213 Harpeth Valley Road - Culvert,HARPETH VALLEY RD From INDIAN SPRINGS DR To HICKORY HOLLOW RD,"Guardrail Installation - The work will include the installation of guardrail beginning approximately 75â€™ west of the culvert: Install a Type 21 Guardrail End Terminal, 75â€™ of Single Guardrail (Type 2) â€œOmit a post and nest the guardrail at the culvert as requiredâ€, and a Type 13 Guardrail Anchor",To address the untraversable side slopes adjacent to the pipe culvert and the culvert outlet headwall within the clear zone.,22,0.00,0.00,1549.50,1549.50,0,03/30/2020,03/30/2020,03/30/2020,03/30/2020,Complete,Guardrail installation complete,New,Medium,Complete,1238-04119,1686896.9614994,639996.25362868,36.08777102,-86.95308323,<a href='https://mpw.nashville.gov/CapitalProjects/Project/InteractiveMap/6641?layerName=Project Point' target='_blank' title='Click to open map'>View Map<a/>,"(36.08777102, -86.95308323)"
6483,,Sidewalk,Sidewalk Repairs,Richards Road - Gaps due to utility conflict,919 Richards Road  From 919 Richards Road  To 919 Richards Road,Fill Gaps on Sidewalk due to utility conflict,Fill Gaps on Sidewalk due to utility conflict,28,6711.67,6711.67,3503.98,3503.98,0,12/04/2019,12/20/2019,01/01/2020,01/31/2020,Complete,Fill Gaps on Sidewalk due to utility conflict,Maintenance/Repairs,Medium,Complete,1345-02018,1767503.70596941,632370.21749371,36.06867021,-86.68010291,<a href='https://mpw.nashville.gov/CapitalProjects/Project/InteractiveMap/6483?layerName=Project Point' target='_blank' title='Click to open map'>View Map<a/>,"(36.06867021, -86.68010291)"
6607,,Bridge,Cut Vegetation/Remove Debris,Abbott Martin Road/ Sugartree Creek,ABBOTT MARTIN RD Over CROSS CREEK RD Between BEDFORD AVE And CROSS CREEK RD,Cut and Remove Vegetation â€“ The work will consist of removing vegetation along the guardrail at the bridge and along the wingwalls,To address the recommended maintenance and repairs listed in the 2017 TDOT Flagged Bridges Report,25,5225.00,5325.00,2929.57,2929.57,0,03/10/2020,03/11/2020,03/11/2020,03/11/2020,Complete,Vegetation removal complete,Maintenance/Repairs,Medium,Complete,1237-04119,1725832.30063056,646516.94735675,36.10665254,-86.82149948,<a href='https://mpw.nashville.gov/CapitalProjects/Project/InteractiveMap/6607?layerName=Project Point' target='_blank' title='Click to open map'>View Map<a/>,"(36.10665254, -86.82149948)"
6482,,Sidewalk,Sidewalk Repairs,John Mallet Drive - Gaps  due to utility conflict,John Mallet Drive  From At 3707 John Mallet Drive Drive  To At 3601 John Mallet Drive,Fill out sidewalk gaps that were left due to utility conflict,Fill out sidewalk gaps that were left due to utility conflict,02,6711.67,6711.67,3719.55,3719.55,0,12/01/2019,12/31/2019,02/01/2020,02/18/2020,Complete,Fill out sidewalk gaps that were left due to utility conflict,Maintenance/Repairs,Medium,Complete,1345-02018,1720975.45817382,678889.53518846,36.19546357,-86.83887972,<a href='https://mpw.nashville.gov/CapitalProjects/Project/InteractiveMap/6482?layerName=Project Point' target='_blank' title='Click to open map'>View Map<a/>,"(36.19546357, -86.83887972)"
6628,,Bridge,Bridge Repairs,Charlotte Pike at 28th/31st Avenue N Irrigation Repairs,28TH AVE N Over CITY BLVD Between CHARLOTTE AVE And CITY BLVD,The work will include the repair of the irrigation box and repair of the power supply box.,To address the service request to repair to irrigation control box and power supply box damaged by vehicular accident,21,0.00,0.00,0.00,0.00,0,08/31/2020,10/30/2020,,,Scheduled,Repair of irrigation system will require one lane closure,Maintenance/Repairs,Medium,Ready for Construction,1239-04119,1726968.38710295,663711.41163841,36.15391043,-86.81814029,<a href='https://mpw.nashville.gov/CapitalProjects/Project/InteractiveMap/6628?layerName=Project Point' target='_blank' title='Click to open map'>View Map<a/>,"(36.15391043, -86.81814029)"
3802,,Culvert,Culvert Replacement,4820 Sulphur Creek Road (#1),4820 Sulphur Creek Road (#1),"Culvert Replacement â€“ There is seam separation and 100% clogged with debris. Replace the existing 40â€ CMP with a 53""x34"" HERCP.",To address the recommendations identified by county wide culvert inspection program and to insure the safety of the traveling public,01,143000.00,143000.00,0.00,143000.00,0,03/21/2020,04/01/2020,03/21/2020,04/03/2020,Complete,Culvert installation complete,Replacement,Medium,Complete,1409-11014,1704341.24999622,697299.83347848,36.24562186,-86.89581698,<a href='https://mpw.nashville.gov/CapitalProjects/Project/InteractiveMap/3802?layerName=Project Point' target='_blank' title='Click to open map'>View Map<a/>,"(36.24562186, -86.89581698)"
4228,Study No. 821,Bridge,Maintenance and Repair Jobs,Edmondson Pk/ Branch - 2016 Group,Edmondson Pk/ Branch between Huntington Pkwy and Brent Glen Point,"The work will include - Concrete repairs in south abutment, Repair approaches, Replace rounded end element, Install paddleboards, Cut vegetation and Remove sediment.",To repair the jobs identified by TDOT's inspection report and to ensure the safety of the traveling public,27,37022.00,37022.00,0.00,37022.00,0,04/20/2020,09/18/2020,04/21/2020,,In Progress,The project will require one lane road closure.,Maintenance/Repairs,Medium,Under Construction,1410-11014,1748766.78712922,626001.39503889,36.05079401,-86.74333078,<a href='https://mpw.nashville.gov/CapitalProjects/Project/InteractiveMap/4228?layerName=Project Point' target='_blank' title='Click to open map'>View Map<a/>,"(36.05079401, -86.74333078)"
6530,,Sidewalk,Sidewalk Repairs,Shelby Hills - Dew Street Alley Ramps,DEW ST From S 12TH ST To 292 ALY,Sidewalk Repairs - The work will consist of removing the alley ramps and replacing with ADA compliant ramps.,To address alley ramps that are not ADA compliant and are a tripping hazard.,06,262839.86,262839.86,0.00,262839.86,0,05/04/2020,05/29/2020,05/07/2020,05/22/2020,Complete,Replacement of driveway ramps and alley ramps complete,Maintenance/Repairs,Medium,Complete,1345-02018,1746733.17445899,668076.51984543,36.16633629,-86.75130765,<a href='https://mpw.nashville.gov/CapitalProjects/Project/InteractiveMap/6530?layerName=Project Point' target='_blank' title='Click to open map'>View Map<a/>,"(36.16633629, -86.75130765)"
6621,,Sidewalk,Sidewalk Repairs,Whitland Avenue,WHITLAND AVE From CARDEN AVE To WILSON BLVD,Sidewalk Repairs - The work will consist of Replacing deteriorated sidewalk sections and replace curb ramps along both sides of Whitland Avenue. All repairs to be to ADA standards.,To address ADA compliant issues within referenced limits.,24,0.00,0.00,0.00,0.00,0,08/12/2020,08/18/2020,08/13/2020,08/18/2020,Complete,Sidewalk repairs complete,Maintenance/Repairs,Medium,Complete,1345-02018,1722216.31411372,655072.8760369,36.130071,-86.83398678,<a href='https://mpw.nashville.gov/CapitalProjects/Project/InteractiveMap/6621?layerName=Project Line' target='_blank' title='Click to open map'>View Map<a/>,"(36.130071, -86.83398678)"
6576,,Culvert,Steel Plates,Weakley Avenue - Steel Plates,WEAKLEY AVE Over 2007 ALY Between BESSIE AVE And 2007 ALY,"Roadway Stabilization - The work included the installation of steel plates, embankment stabilization",To address the roadway failure,02,0.00,0.00,0.00,0.00,0,01/09/2020,01/09/2020,01/09/2020,01/09/2020,Complete,Steel plates installed,Emergency Repair,High,Complete,1239-04119,1738992.29814891,679750.11943083,36.19823626,-86.77784546,<a href='https://mpw.nashville.gov/CapitalProjects/Project/InteractiveMap/6576?layerName=Project Point' target='_blank' title='Click to open map'>View Map<a/>,"(36.19823626, -86.77784546)"
6402,Study No. 826,Guardrail,Guardrail Repairs,W. Express Dr/ Brown's Creek,W EXPRESS DR From EXPRESSWAY PARK DR,Guardrail Repairs â€“ The work will consist of removing all the guardrail adjacent to the bridge and replacing the guardrail in accordance with TDOT specifications,To address the recommended maintenance and repairs listed in the 2017 TDOT Flagged Bridges Report,19,18289.00,18289.00,0.00,18289.00,0,,,,,Scheduled,The guardrail repairs will require one lane closure,Maintenance/Repairs,High,Ready for Construction,1415-11014,1746414.40432442,661921.47051226,36.14942219,-86.75222727,<a href='https://mpw.nashville.gov/CapitalProjects/Project/InteractiveMap/6402?layerName=Project Line' target='_blank' title='Click to open map'>View Map<a/>,"(36.14942219, -86.75222727)"
6361,,Culvert,Culvert Replacement,1550 Campbell Road - 2020 Preliminary Paving Projects,CAMPBELL RD Between JACKSON RD And BIRDWELL DR,"Culvert Replacement Project - The existing culvert has 100% section loss and seam separation. The work will consist of removing existing 18"" CMP pipe culvert and replace with 18"" RCP pipe culvert, headwalls.",To repair the jobs identified by county wide culvert inspection program and to insure the safety of the traveling public,03,63034.00,63034.00,43014.36,43014.36,0,03/18/2020,04/10/2020,03/18/2020,04/10/2020,Complete,Roadway open to traffic. Culvert installation complete.,Replacement,High,Complete,1413-11014,1742567.65563326,718096.64094186,36.30364531,-86.76674664,<a href='https://mpw.nashville.gov/CapitalProjects/Project/InteractiveMap/6361?layerName=Project Point' target='_blank' title='Click to open map'>View Map<a/>,"(36.30364531, -86.76674664)"
5854,,Bridge,Maintenance and Repair Jobs,Brook View Estates Drive/ Whittemore Branch,Brookview Estates Drive Over Branch Between Benzing Road And Bell Road,Concrete Repairs- The work will consist of repairing the spalled areas of concrete on the bottom deck and east headwall,To address the bridge maintenance recommendations that are identified from TDOT's inspection report and to ensure the safety of the traveling public,31,2682.18,2682.18,2010.00,2010.00,0,05/01/2018,05/31/2018,05/08/2018,05/08/2018,Complete,All repairs complete,Maintenance/Repairs,High,Complete,1150-04015,1763813.61889,623794.74792335,36.04504237,-86.69238313,<a href='https://mpw.nashville.gov/CapitalProjects/Project/InteractiveMap/5854?layerName=Project Point' target='_blank' title='Click to open map'>View Map<a/>,"(36.04504237, -86.69238313)"
5545,,Traffic,Intersection Improvements,4th Ave N & Union,4th Av N At Union Street,Rebuild traffic signal,Maintenance and safety,19,200000.00,200000.00,0.00,200000.00,0,"2nd quarter, 2017","1st quarter, 2018",06/01/2017,,In Progress,New traffic signal with crosswalks,Rehabilitation,Medium,Under Construction,972-07017,1738302.9384881,667682.2679477,36.16507216,-86.77985582,<a href='https://mpw.nashville.gov/CapitalProjects/Project/InteractiveMap/5545?layerName=Project Point' target='_blank' title='Click to open map'>View Map<a/>,"(36.16507216, -86.77985582)"
5725,,Culvert,Culvert Repairs,2116 Brookview Drive - Service Request,BROOKVIEW DR Between BARKER RD And BERMUDA DR,Culvert Rehabilitation Project - The work will consist of lining the existing 54â€ CMP pipe culvert.,"Due to the existing 72â€ CMP culvert being structurally deficient with associated roadway failure, the engineer recommends rehabilitation to the  culvert with lining the pipe culvert",15,173323.00,133244.00,85527.89,85527.89,0,03/11/2019,06/30/2019,03/12/2019,05/24/2019,Complete,Culvert replacement complete,Maintenance/Repairs,High,Complete,1201-02014-02015,1762484.33880358,671524.79901861,36.17612877,-86.69803097,<a href='https://mpw.nashville.gov/CapitalProjects/Project/InteractiveMap/5725?layerName=Project Point' target='_blank' title='Click to open map'>View Map<a/>,"(36.17612877, -86.69803097)"
6127,,Guardrail,New Guardrail,3529 Baxter Road - Culvert,On BAXTER RD From WHITES CREEK PIKE To BIDWELL RD,Guardrail Installation Project â€“ The work will consist of installation of guardrail on both sides of Baker Road,To address guardrail installation in conjunction with the installation of the pipe culvert,01,13766.00,13766.00,0.00,13766.00,0,11/04/2019,11/08/2019,11/14/2019,11/14/2019,Complete,Installation of guardrail is complete,New,High,Complete,1238-04119,1708147.17575178,735815.72295791,36.35151795,-86.88409596,<a href='https://mpw.nashville.gov/CapitalProjects/Project/InteractiveMap/6127?layerName=Project Line' target='_blank' title='Click to open map'>View Map<a/>,"(36.35151795, -86.88409596)"
6525,,Sidewalk,Sidewalk Repairs,4210 Harding Pike,HARDING PIKE From VINE CT To MONTGOMERY BELL AVE,Sidewalk Repair - The work will consist of replacing 35' of sidewalk and replacing 2 curb ramps.,To address the sidewalk and curb ramps that are not ADA compliant,24,38013.64,38013.64,0.00,38013.64,0,03/18/2020,03/25/2020,03/18/2020,03/27/2020,Complete,Sidewalk and curbs ramps needed to be reconstructed to make it ADA compliant,Maintenance/Repairs,High,Complete,1345-02018,1720589.69887161,654935.54320817,36.12965556,-86.83949067,<a href='https://mpw.nashville.gov/CapitalProjects/Project/InteractiveMap/6525?layerName=Project Point' target='_blank' title='Click to open map'>View Map<a/>,"(36.12965556, -86.83949067)"
5739,,Culvert,Culvert Replacement,Breckenridge Court at Valley Trail - Service Request,BRECKENRIDGE CT Between VALLEY TRL And Dead end,"Culvert Replacement Project - The work will consist of removing existing 42â€ x 29â€ CMP pipe culvert, installation of 45â€ x 29â€ HERCP pipe culvert and 18â€ RCP pipe culvert, junction box, headwalls, concrete apron to headwall, gas main adjustment, water main adjustment, and roadway restoration.","""To address the recommendations identified by county wide culvert inspection program and to insure the safety of the traveling public",03,143685.93,143685.93,89766.01,89766.01,0,10/29/2018,01/25/2019,10/29/2018,01/22/2018,Complete,Culvert installation complete.,Replacement,Medium,Complete,249-04015,1738833.20760851,708510.20885494,36.27723226,-86.77916062,<a href='https://mpw.nashville.gov/CapitalProjects/Project/InteractiveMap/5739?layerName=Project Point' target='_blank' title='Click to open map'>View Map<a/>,"(36.27723226, -86.77916062)"
6588,,Bridge,Maintenance and Repair Jobs,Union Street/ Rosa Parks Boulevard - Repairs,9TH AVE N Over CHURCH ST Between ROSA L PARKS AVE And CHURCH ST,"Bridge Repairs - The work will include the removal and replacement of the two expansion joints, concrete spall repairs on both abutments, and concrete spall repair on south parapet wal, installation of vertical clearance signs.",To address the deficiencies identified in the 2019 TDOT inspection report. To address a service request from TDOT to install vertical clearance signs.,19,53919.00,53919.00,0.00,53919.00,0,10/05/2020,10/30/2020,10/07/2020,10/12/2020,Complete,Bridge repairs complete,Maintenance/Repairs,Medium,Complete,1412-11014,1736675.8954686,666749.12643347,36.16247318,-86.78534224,<a href='https://mpw.nashville.gov/CapitalProjects/Project/InteractiveMap/6588?layerName=Project Point' target='_blank' title='Click to open map'>View Map<a/>,"(36.16247318, -86.78534224)"
6587,,Bridge,Bridge Repairs,John Seigenthaler Pedestrian Bridge - Repairs,SHELBY AVE Over S 1ST ST Between 3RD AVE S And S 1ST ST,"Concrete Repairs - the work will include the concrete spall repairs & concrete crack repairs on the east abutment, and concrete spall repairs on bent 7.",To address the deficiencies identified from the 2020 bridge inspection.,06,21538.00,21538.00,0.00,21538.00,0,10/12/2020,10/23/2020,10/12/2020,10/15/2020,Complete,Bridge repairs complete,Maintenance/Repairs,Medium,Complete,1412-11014,1740735.94370814,666713.67781332,36.16246451,-86.77158787,<a href='https://mpw.nashville.gov/CapitalProjects/Project/InteractiveMap/6587?layerName=Project Point' target='_blank' title='Click to open map'>View Map<a/>,"(36.16246451, -86.77158787)"
